id_campanha,nome_campanha,canal,data_inicio,data_fim
314,Boas-vindas 2024-07 #0314,Email,2024-07-24,2024-08-09
315,Reativação 2024-03 #0315,Email,2024-03-11,2024-03-14
316,Reativação 2025-11 #0316,Push,2025-11-01,2025-11-15
317,Lançamento 2024-01 #0317,Email,2024-01-12,2024-01-28
318,Boas-vindas 2024-11 #0318,Push,2024-11-28,2024-12-09
319,Lançamento 2024-11 #0319,Email,2024-11-15,2024-11-27
320,Boas-vindas 2025-11 #0320,SMS,2025-11-01,2025-11-18
321,Boas-vindas 2025-03 #0321,SMS,2025-03-05,2025-03-17
322,Black Friday 2025-01 #0322,Email,2025-01-27,2025-02-01
323,Boas-vindas 2024-12 #0323,Email,2024-12-06,2024-12-24
324,Boas-vindas 2025-10 #0324,Push,2025-10-02,2025-10-14
325,Boas-vindas 2025-05 #0325,Email,2025-05-18,2025-06-01
326,Lançamento 2025-07 #0326,Email,2025-07-25,2025-08-10
327,Boas-vindas 2025-07 #0327,Email,2025-07-01,2025-07-14
328,Sazonal 2024-04 #0328,Email,2024-04-13,2024-04-30
329,Boas-vindas 2025-11 #0329,Email,2025-11-15,2025-11-18
330,Lançamento 2025-06 #0330,SMS,2025-06-05,2025-06-20
331,Sazonal 2024-12 #0331,SMS,2024-12-25,2025-01-01
332,Reativação 2024-05 #0332,Push,2024-05-13,2024-05-30
333,Fidelidade 2025-02 #0333,Email,2025-02-22,2025-03-05
334,Reativação 2025-09 #0334,Email,2025-09-30,2025-10-05
335,Boas-vindas 2025-11 #0335,Email,2025-11-09,2025-11-18
336,Black Friday 2025-01 #0336,Email,2025-01-05,2025-01-11
337,Reativação 2025-06 #0337,Email,2025-06-06,2025-06-24
338,Boas-vindas 2024-11 #0338,Email,2024-11-04,2024-11-17
339,Boas-vindas 2024-10 #0339,Email,2024-10-05,2024-10-17
340,Sazonal 2025-03 #0340,SMS,2025-03-05,2025-03-25
341,Black Friday 2024-06 #0341,Email,2024-06-05,2024-06-18
342,Lançamento 2025-10 #0342,SMS,2025-10-14,2025-10-28
343,Reativação 2024-06 #0343,Email,2024-06-16,2024-06-24
344,Lançamento 2024-01 #0344,Email,2024-01-18,2024-01-29
345,Sazonal 2024-10 #0345,SMS,2024-10-16,2024-10-22
346,Sazonal 2024-04 #0346,Email,2024-04-13,2024-05-01
347,Fidelidade 2024-07 #0347,Email,2024-07-19,2024-08-07
348,Lançamento 2024-05 #0348,Email,2024-05-30,2024-06-15
349,Reativação 2024-08 #0349,Email,2024-08-27,2024-09-17
350,Fidelidade 2024-10 #0350,SMS,2024-10-21,2024-11-09
351,Sazonal 2024-07 #0351,Email,2024-07-02,2024-07-21
352,Fidelidade 2024-10 #0352,SMS,2024-10-10,2024-10-30
353,Lançamento 2024-01 #0353,Email,2024-01-24,2024-01-27
354,Black Friday 2024-12 #0354,SMS,2024-12-21,2024-12-25
355,Black Friday 2024-07 #0355,Email,2024-07-05,2024-07-19
356,Boas-vindas 2024-11 #0356,Email,2024-11-14,2024-11-25
357,Sazonal 2024-03 #0357,Email,2024-03-25,2024-03-28
358,Sazonal 2024-05 #0358,Email,2024-05-01,2024-05-13
359,Sazonal 2025-09 #0359,Push,2025-09-17,2025-10-03
360,Boas-vindas 2024-01 #0360,Email,2024-01-05,2024-01-11
361,Fidelidade 2025-10 #0361,Email,2025-10-19,2025-10-23
362,Boas-vindas 2024-07 #0362,Email,2024-07-26,2024-08-04
363,Fidelidade 2024-04 #0363,Email,2024-04-17,2024-05-08
364,Fidelidade 2025-09 #0364,Push,2025-09-29,2025-10-03
365,Black Friday 2024-03 #0365,SMS,2024-03-23,2024-03-27
366,Boas-vindas 2024-01 #0366,Email,2024-01-14,2024-02-01
367,Boas-vindas 2024-04 #0367,Email,2024-04-29,2024-05-17
368,Fidelidade 2024-04 #0368,SMS,2024-04-11,2024-05-01
369,Black Friday 2025-02 #0369,SMS,2025-02-28,2025-03-06
370,Lançamento 2025-10 #0370,SMS,2025-10-07,2025-10-14
371,Sazonal 2024-12 #0371,Email,2024-12-29,2025-01-02
372,Reativação 2025-06 #0372,Email,2025-06-03,2025-06-15
373,Lançamento 2025-10 #0373,SMS,2025-10-13,2025-10-26
374,Black Friday 2025-01 #0374,Email,2025-01-08,2025-01-13
375,Lançamento 2024-07 #0375,Email,2024-07-29,2024-08-11
376,Boas-vindas 2025-06 #0376,Email,2025-06-26,2025-06-29
377,Boas-vindas 2025-04 #0377,Email,2025-04-28,2025-05-15
378,Sazonal 2025-06 #0378,Email,2025-06-19,2025-06-26
379,Fidelidade 2025-04 #0379,SMS,2025-04-24,2025-05-04
380,Black Friday 2025-04 #0380,Push,2025-04-24,2025-04-30
381,Black Friday 2025-03 #0381,Email,2025-03-12,2025-03-31
382,Fidelidade 2024-04 #0382,Email,2024-04-23,2024-04-30
383,Boas-vindas 2024-05 #0383,Email,2024-05-12,2024-06-02
384,Lançamento 2025-10 #0384,Email,2025-10-10,2025-10-28
385,Fidelidade 2024-05 #0385,Email,2024-05-03,2024-05-16
386,Black Friday 2024-08 #0386,Email,2024-08-20,2024-09-05
387,Black Friday 2025-07 #0387,SMS,2025-07-27,2025-07-30
388,Reativação 2024-07 #0388,Email,2024-07-05,2024-07-25
389,Reativação 2025-01 #0389,Email,2025-01-10,2025-01-29
390,Black Friday 2024-02 #0390,Email,2024-02-02,2024-02-13
391,Reativação 2025-11 #0391,Email,2025-11-16,2025-11-23
392,Lançamento 2024-08 #0392,Push,2024-08-06,2024-08-14
393,Lançamento 2024-05 #0393,Email,2024-05-04,2024-05-19
394,Sazonal 2025-09 #0394,SMS,2025-09-08,2025-09-28
395,Lançamento 2024-12 #0395,Email,2024-12-26,2025-01-13
396,Lançamento 2024-01 #0396,SMS,2024-01-21,2024-02-04
397,Lançamento 2024-03 #0397,Email,2024-03-08,2024-03-14
398,Fidelidade 2024-09 #0398,SMS,2024-09-08,2024-09-22
399,Black Friday 2024-05 #0399,Email,2024-05-25,2024-05-31
400,Reativação 2025-02 #0400,SMS,2025-02-20,2025-03-07
401,Black Friday 2024-03 #0401,Email,2024-03-15,2024-03-18
402,Boas-vindas 2024-08 #0402,Email,2024-08-10,2024-08-29
403,Boas-vindas 2024-09 #0403,Email,2024-09-21,2024-09-30
